,name,fuel_type,company,kms_driven,year,Price
493,Sedan,LPG,OPEL,11111111,1991,695
494,Jeep,Diesel,TOYOTA,31142,2011,1795
495,Sedan,Petrol,VOLKSWAGEN,5600,2015,1195
496,Jeep,Diesel,TOYOTA,142000,2001,7395
497,Sedan,Petrol,NISSAN,114000,2001,6925
498,Microbus,Diesel,MERCEDES-BENZ,323000,2002,11425
499,Hatchback,Petrol,HONDA,139000,2016,13125
500,Hatchback,Petrol,OPEL,174000,2005,15125
501,Jeep,Petrol,FORD,222450,2011,4425
502,Jeep,Petrol,SSANGYONG,4311,2011,4295
503,Jeep,Petrol,LEXUS,223217,2013,6595
504,Hatchback,Diesel,TOYOTA,4600,2013,6225
505,Hatchback,Diesel,LEXUS,92929,2015,6795
506,Hatchback,Diesel,CHEVROLET,244774,2011,1325
507,Sedan,Diesel,HYUNDAI,0,2011,14240
508,Hatchback,Diesel,PEUGEOT,214000,2009,14322
509,Jeep,Petrol,NISSAN,14343,2013,25552
510,Microbus,Diesel,MERCEDES-BENZ,33000,2013,24224
511,Jeep,Diesel,TOYOTA,59942,2014,24171
512,Sedan,Petrol,MERCEDES-BENZ,34000,2001,3160
513,Hatchback,Petrol,HONDA,12000,2011,32142
514,Sedan,Diesel,MERCEDES-BENZ,17321,2019,35051
515,Sedan,Petrol,DODGE,99952,2015,2096
516,Jeep,Diesel,HYUNDAI,23222,2011,25200
517,Sedan,Diesel,MERCEDES-BENZ,69139,2009,11503
518,Sedan,Diesel,HYUNDAI,11943,2009,5349
519,Sedan,Petrol,CHEVROLET,77000,2013,1149
520,Hatchback,Diesel,HONDA,3600,2011,1119
521,Hatchback,Petrol,CHEVROLET,22000,2011,7149
522,Hatchback,Petrol,HONDA,92711,2013,9959
523,Jeep,Diesel,HYUNDAI,30923,2011,4299
524,Sedan,Diesel,HONDA,26000,2004,3129
525,Sedan,Petrol,HYUNDAI,195200,2011,3419
526,Sedan,CNG,HYUNDAI,72000,2019,5399
527,Sedan,Petrol,MERCEDES-BENZ,14600,2004,1529
528,Hatchback,Diesel,FORD,63000,2013,739
529,Coupe,Petrol,MITSUBISHI,22960,2005,7295
530,Sedan,CNG,HYUNDAI,153111,2011,7295
531,Jeep,LPG,TOYOTA,215000,2004,7495
532,Jeep,Petrol,LEXUS,19914,2017,9095
533,Hatchback,Petrol,KIA,22400,2013,4425
534,Sedan,Petrol,NISSAN,72000,2013,7494
535,Jeep,Diesel,CHEVROLET,15629,2011,4774
536,Minivan,Petrol,HYUNDAI,7744,2012,1934
537,Hatchback,Diesel,HONDA,211454,2011,7194
538,Sedan,Diesel,TOYOTA,190529,2013,7494
539,Sedan,Diesel,LEXUS,21164,2011,7744
540,Coupe,Petrol,BMW,111111,1999,7734
541,Sedan,LPG,TOYOTA,145000,2007,4354
542,Jeep,Petrol,BMW,204341,2013,9254
543,Sedan,Petrol,DODGE,231232,2013,4054
544,Sedan,Diesel,TOYOTA,2320132,2013,4234
545,Sedan,Petrol,MITSUBISHI,30000,2016,9294
546,Hatchback,Plug-in Diesel,CHEVROLET,42000,2011,9534
547,Minivan,Diesel,HYUNDAI,12309,2019,4229
548,Jeep,Petrol,NISSAN,33114,2013,9139
549,Jeep,Diesel,SSANGYONG,11131,2017,9949
550,Jeep,Diesel,HYUNDAI,119201,2013,11199
551,Hatchback,Diesel,CHEVROLET,244774,2011,11529
552,Jeep,Diesel,SSANGYONG,171120,2016,17119
553,Sedan,Diesel,TOYOTA,32000,2007,4924
554,Sedan,Petrol,TOYOTA,2340,2017,6194
555,Sedan,Diesel,HYUNDAI,9133,2011,9944
556,Coupe,Petrol,FIAT,3600,2019,6494
557,Coupe,Petrol,HYUNDAI,13032,2011,1324
558,Jeep,Diesel,LEXUS,59454,2011,11554
559,Hatchback,Diesel,TOYOTA,21300,2007,15994
560,Hatchback,Diesel,LEXUS,99000,2013,15190
561,Jeep,Petrol,INFINITI,190000,2002,15750
562,Sedan,Diesel,TOYOTA,32221,2009,7775
563,Jeep,Diesel,SSANGYONG,32544,2019,7975
564,Hatchback,Diesel,TOYOTA,15133,2013,7995
565,Sedan,Diesel,MERCEDES-BENZ,14000,2011,4195
566,Hatchback,Petrol,NISSAN,41522,2013,4295
567,Jeep,Diesel,HYUNDAI,30000,2016,9295
568,Sedan,Diesel,TOYOTA,31193,2016,9995
569,Sedan,Diesel,KIA,119000,2013,11595
570,Sedan,Petrol,TOYOTA,15000,2017,9940
571,Jeep,Petrol,TOYOTA,357933,2013,13295
572,Sedan,Petrol,BMW,147955,2013,13425
573,Sedan,Diesel,MERCEDES-BENZ,134342,2009,3290
574,Jeep,Petrol,MERCEDES-BENZ,95521,2017,3920
575,Sedan,Petrol,MERCEDES-BENZ,175000,2013,13215
576,Jeep,Petrol,MERCEDES-BENZ,15600,2001,15945
577,Sedan,Petrol,BMW,15313,2019,11515
578,Hatchback,Diesel,TOYOTA,13600,2013,14220
579,Sedan,Diesel,TOYOTA,35054,2014,14950
580,Jeep,Petrol,SUBARU,62000,2013,11425
581,Jeep,Diesel,HYUNDAI,15460,2013,19025
582,Sedan,CNG,HYUNDAI,221471,2011,2345
583,Sedan,Diesel,TOYOTA,69794,2013,22270
584,Sedan,Petrol,VOLKSWAGEN,152000,2019,22125
585,Jeep,Petrol,TOYOTA,92212,2017,4911
586,Jeep,Petrol,LEXUS,16000,2007,1624
587,Jeep,Diesel,LAND ROVER,9600,2015,32250
588,Sedan,Petrol,NISSAN,114000,2013,35550
589,Jeep,Diesel,SSANGYONG,29444,2017,3600
590,Sedan,Petrol,BMW,141315,2011,5195
591,Jeep,Diesel,LEXUS,315270,2016,695
592,Sedan,Petrol,KIA,92000,2011,1795
593,Sedan,Petrol,CHEVROLET,3029,2014,1195
594,Universal,LPG,SUBARU,23233,2000,7395
595,Sedan,Petrol,MAZDA,55454,2013,6925
596,Jeep,Petrol,MERCEDES-BENZ,34000,2015,11425
597,Jeep,Petrol,HYUNDAI,3600,2011,13125
598,Sedan,Diesel,HONDA,114000,2016,15125
599,Sedan,Diesel,TOYOTA,140000,2009,4425
600,Sedan,Diesel,TOYOTA,22556,2013,4295
601,Sedan,Petrol,KIA,7200,2013,6595
602,Sedan,Petrol,HYUNDAI,74555,2013,6225
603,Jeep,Diesel,TOYOTA,322122,2011,6795
604,Hatchback,Petrol,TOYOTA,59000,2013,1325
605,Jeep,Petrol,LEXUS,155421,2016,14240
606,Jeep,Diesel,OPEL,145000,2000,14322
607,Sedan,Diesel,HONDA,34000,2019,25552
608,Hatchback,Diesel,TOYOTA,32400,2013,24224
609,Sedan,Petrol,HYUNDAI,39117,2016,24171
610,Microbus,Diesel,MERCEDES-BENZ,234999,2013,3160
611,Sedan,CNG,HYUNDAI,223247,2011,32142
612,Sedan,Diesel,TOYOTA,22692,2004,35051
613,Universal,Petrol,CHEVROLET,3376,2011,2096
614,Sedan,Petrol,AUDI,26000,2002,25200
615,Sedan,Petrol,CHEVROLET,79093,2017,11503
616,Sedan,Diesel,MERCEDES-BENZ,132130,2011,5349
617,Sedan,Petrol,OPEL,26000,2001,1149
618,Sedan,CNG,HYUNDAI,731799,2015,1119
619,Sedan,Petrol,TOYOTA,50000,2017,7149
620,Sedan,Petrol,MERCEDES-BENZ,15030,2011,9959
621,Sedan,Petrol,HYUNDAI,172173,2016,4299
622,Jeep,Petrol,TOYOTA,117514,2011,3129
623,Jeep,Diesel,SSANGYONG,117000,2019,3419
624,Sedan,Petrol,HYUNDAI,4756,2019,3249
625,Universal,Petrol,VOLKSWAGEN,170000,1994,1949
626,Microbus,Diesel,FORD,311,1997,4149
627,Jeep,Diesel,SSANGYONG,34294,2013,9279
628,Hatchback,CNG,ALFA ROMEO,224521,2001,9279
629,Sedan,Diesel,TOYOTA,33373,2019,5299
630,Jeep,Diesel,HYUNDAI,35221,2011,7099
631,Sedan,Diesel,TOYOTA,244000,2011,1129
632,Sedan,Petrol,HYUNDAI,234533,2013,1429
633,Jeep,Diesel,HYUNDAI,3254,2020,7329
634,Jeep,Petrol,AUDI,140000,2011,7299
635,Hatchback,Petrol,NISSAN,15232,2019,7799
636,Jeep,Diesel,MERCEDES-BENZ,225712,2019,7299
637,Jeep,Diesel,SSANGYONG,92349,2011,7999
638,Hatchback,Diesel,TOYOTA,34000,2013,4229
639,Universal,Diesel,TOYOTA,11370,2019,4929
640,Jeep,Diesel,LAND ROVER,137000,2015,9529
641,Hatchback,Diesel,TOYOTA,3700,2012,13299
642,Jeep,Diesel,HYUNDAI,12521,2013,3399
643,Sedan,Diesel,TOYOTA,2320132,2013,13299
644,Sedan,Petrol,KIA,9600,2015,17199
645,Hatchback,Diesel,TOYOTA,217200,2004,19199
646,Sedan,Diesel,MERCEDES-BENZ,39241,2013,14399
647,Sedan,Petrol,BMW,220000,1997,11900
648,Sedan,Petrol,CHEVROLET,24000,2017,7957
649,Coupe,Petrol,BMW,147000,2001,1229
650,Sedan,Petrol,FORD,175000,2013,1192
651,Hatchback,Diesel,HONDA,115000,2011,769
652,Sedan,Petrol,MERCEDES-BENZ,99242,2016,4921
653,Universal,Diesel,HYUNDAI,193441,2013,3712
654,Sedan,Petrol,AUDI,1120132,2013,22014
655,Sedan,Diesel,MERCEDES-BENZ,112000,2019,32524
656,Sedan,CNG,HYUNDAI,294415,2015,32024
657,Jeep,Diesel,TOYOTA,70290,2015,37024
658,Jeep,Diesel,HYUNDAI,13523,2011,3300
659,Jeep,Diesel,CHEVROLET,22705,2015,9295
660,Sedan,Petrol,HONDA,15991,2011,9495
661,Sedan,Petrol,BMW,34000,2019,11450
662,Sedan,Diesel,TOYOTA,200000,2013,3170
663,Sedan,Petrol,MERCEDES-BENZ,290000,2001,15020
664,Jeep,Petrol,BMW,35443,2014,1556
665,Sedan,Diesel,TOYOTA,175000,2009,14150
666,Jeep,Diesel,SSANGYONG,22600,2011,14120
667,Hatchback,Petrol,HYUNDAI,40000,2013,5114
668,Sedan,Petrol,BMW,55000,1999,7053
669,Sedan,CNG,HYUNDAI,241920,2013,763
670,Sedan,Petrol,ACURA,51150,2014,731
671,Jeep,Diesel,HYUNDAI,51905,2013,7775
672,Hatchback,Petrol,HONDA,190000,2001,996
673,Jeep,Petrol,LEXUS,201600,2002,9233
674,Hatchback,Diesel,FORD,64000,2019,1359
675,Jeep,Petrol,TOYOTA,194522,2013,7213
676,Jeep,Diesel,TOYOTA,250000,2004,6194
677,Sedan,Petrol,CHEVROLET,60515,2011,4013
678,Sedan,Diesel,MERCEDES-BENZ,111200,2011,11192
679,Sedan,Petrol,MERCEDES-BENZ,309000,2000,5324
680,Sedan,Petrol,KIA,20213,2015,1334
681,Jeep,Petrol,FORD,22123,2011,1244
682,Jeep,Petrol,LEXUS,144074,2015,1914
683,Hatchback,Petrol,SUZUKI,35000,1999,7494
684,Sedan,Petrol,MERCEDES-BENZ,3000,2013,4774
685,Hatchback,Diesel,HYUNDAI,74407,2019,1934
686,Sedan,Petrol,BMW,60000,2003,7194
687,Sedan,Diesel,HYUNDAI,31341,2011,7494
688,Jeep,Petrol,LEXUS,59454,2011,7744
689,Jeep,Petrol,LEXUS,62907,2015,7734
690,Sedan,Petrol,HYUNDAI,33375,2015,4354
691,Hatchback,Petrol,TOYOTA,32170,2019,9254
692,Sedan,CNG,HYUNDAI,71314,2019,4054
693,Jeep,Diesel,LEXUS,312523,2004,4234
694,Sedan,Petrol,KIA,92400,2011,9294
695,Coupe,Petrol,MERCEDES-BENZ,114122,2013,9534
696,Jeep,Petrol,TOYOTA,245141,2019,4229
697,Hatchback,Petrol,HONDA,37290,2004,9139
698,Hatchback,Diesel,TOYOTA,3619,2013,9949
699,Microbus,Diesel,FORD,250000,1994,11199
700,Sedan,Petrol,HYUNDAI,37127,2007,11529
701,Minivan,Diesel,HYUNDAI,149117,2013,17119
702,Jeep,Petrol,MERCEDES-BENZ,159924,2015,4924
703,Jeep,Petrol,LEXUS,62907,2015,6194
704,Jeep,Petrol,LEXUS,52199,2016,9944
705,Sedan,Petrol,TOYOTA,37700,2019,6494
706,Microbus,Diesel,FORD,230000,2007,1324
707,Sedan,Petrol,HONDA,12000,2011,11554
708,Sedan,Diesel,TOYOTA,22556,2013,15994
709,Jeep,Diesel,HYUNDAI,145411,2015,15190
710,Sedan,Diesel,TOYOTA,3600,2005,15750
711,Sedan,Petrol,HYUNDAI,99713,2019,7775
712,Jeep,Petrol,BMW,13600,2011,7975
713,Jeep,Petrol,NISSAN,223909,2009,7995
714,Jeep,Diesel,HYUNDAI,31929,2015,4195
715,Hatchback,Diesel,LEXUS,92929,2015,22270
716,Sedan,Diesel,TOYOTA,2320132,2013,22125
717,Jeep,Diesel,CHEVROLET,3253,2019,15125
718,Jeep,Diesel,HYUNDAI,30133,2011,4425
719,Universal,Petrol,SUBARU,14000,2005,4295
720,Sedan,Petrol,TOYOTA,130000,2001,6595
721,Sedan,Petrol,HYUNDAI,45400,2019,6225
722,Coupe,Petrol,TOYOTA,232143,2013,6795
723,Sedan,Diesel,SSANGYONG,37009,2016,1325
724,Universal,Diesel,HYUNDAI,94152,2004,14240
725,Sedan,Petrol,TOYOTA,0,2013,14322
726,Jeep,Petrol,HYUNDAI,113739,2017,25552
727,Microbus,Diesel,FORD,0,2001,24224
728,Sedan,Petrol,VOLKSWAGEN,13000,2002,24171
729,Hatchback,Diesel,LEXUS,144192,2013,3160
730,Jeep,Petrol,MITSUBISHI,217000,2001,32142
731,Jeep,Diesel,SSANGYONG,90322,2015,35051
732,Jeep,Diesel,FORD,19313,2009,2096
733,Sedan,Diesel,TOYOTA,37515,2014,25200
734,Jeep,Petrol,FORD,32115,2013,11503
735,Sedan,Petrol,LEXUS,114920,2016,5349
736,Sedan,Petrol,TOYOTA,1119,2020,1149
737,Jeep,Petrol,LEXUS,273293,2015,1119
738,Hatchback,Diesel,TOYOTA,115000,2016,7149
739,Sedan,CNG,HYUNDAI,95000,2013,9959
740,Jeep,Petrol,FORD,37000,2013,4299
741,Sedan,Petrol,MERCEDES-BENZ,290000,1991,3129
742,Sedan,Petrol,TOYOTA,42000,2013,3419
743,Jeep,Petrol,TOYOTA,14000,2013,3249
744,Sedan,Petrol,CHEVROLET,65000,2013,1949
745,Sedan,LPG,MERCEDES-BENZ,275925,1994,4149
746,Sedan,Petrol,TOYOTA,396,2020,9279
747,Sedan,Petrol,MERCEDES-BENZ,14000,2016,9279
748,Sedan,Petrol,HYUNDAI,55171,2013,5299
749,Sedan,Petrol,HYUNDAI,30400,2013,7099
750,Sedan,Petrol,FIAT,37200,2013,1129
751,Jeep,Petrol,LEXUS,275220,2016,1429
752,Jeep,Diesel,CHEVROLET,31122,2013,7329
753,Sedan,Diesel,KIA,222000,2013,7299
754,Jeep,Diesel,HYUNDAI,25300,2013,7799
755,Hatchback,Petrol,HONDA,91131,2011,7299
756,Hatchback,Petrol,TOYOTA,44500,2013,7999
757,Sedan,Petrol,FORD,6600,2013,4229
758,Sedan,Diesel,MERCEDES-BENZ,230191,2011,4929
759,Jeep,Petrol,TOYOTA,244000,2001,9529
760,Sedan,Diesel,BMW,332223,2011,13299
761,Sedan,Petrol,HYUNDAI,115222,2013,3399
762,Sedan,Petrol,HYUNDAI,14921,2011,13299
763,Minivan,Petrol,HONDA,140000,2001,17199
764,Sedan,CNG,HYUNDAI,590932,2011,19199
765,Jeep,Petrol,LEXUS,19914,2017,14399
766,Jeep,Diesel,TOYOTA,33223,2004,11900
767,Jeep,Diesel,CHEVROLET,16459,2019,13200
768,Jeep,Petrol,TOYOTA,22000,2017,3220
769,Jeep,Diesel,HYUNDAI,191942,2015,1346
770,Sedan,Petrol,NISSAN,23420,2013,15540
771,Sedan,Petrol,FORD,79517,2014,11900
772,Hatchback,Petrol,FORD,54432,2019,11195
773,Minivan,Petrol,HONDA,113000,2011,17075
774,Sedan,Petrol,MERCEDES-BENZ,50930,2017,11130
775,Sedan,Petrol,MERCEDES-BENZ,15600,2019,17950
776,Hatchback,Petrol,TOYOTA,49000,2019,14150
777,Hatchback,Diesel,OPEL,29600,2001,5572
778,Minivan,Petrol,NISSAN,0,2005,7957
779,Hatchback,Petrol,HONDA,37443,2015,1229
780,Sedan,CNG,HYUNDAI,312414,2013,1192
781,Sedan,CNG,HYUNDAI,341135,2011,769
782,Hatchback,Petrol,TOYOTA,32000,2004,4921
783,Sedan,Diesel,TOYOTA,133011,2013,3712
784,Jeep,Petrol,LEXUS,0,2004,22014
785,Sedan,Diesel,FORD,20960,2016,32524
786,Sedan,Petrol,BMW,62000,2013,32024
787,Sedan,Petrol,FORD,27746,2011,37024
788,Sedan,Petrol,VAZ,60000,1997,3300
789,Jeep,Diesel,LEXUS,34250,2016,9295
790,Sedan,Petrol,MERCEDES-BENZ,172400,2003,9495
791,Jeep,CNG,LEXUS,179902,2007,11450
792,Jeep,Petrol,VAZ,999999,1999,3170
793,Sedan,Diesel,TOYOTA,179341,2013,15020
794,Sedan,Petrol,HYUNDAI,13000,2017,1556
795,Jeep,Petrol,JEEP,113214,2016,14150
796,Hatchback,Diesel,TOYOTA,72434,2013,14120
797,Sedan,Diesel,MERCEDES-BENZ,314245,2019,5114
798,Sedan,Petrol,MERCEDES-BENZ,21402,2017,7053
799,Sedan,Petrol,MERCEDES-BENZ,92000,2009,763
800,Sedan,Petrol,BMW,22600,2005,731
801,Jeep,Petrol,LEXUS,19914,2017,7775
802,Microbus,Diesel,MERCEDES-BENZ,132097,2002,996
803,Jeep,Diesel,TOYOTA,220550,2009,9233
804,Sedan,Petrol,CHEVROLET,0,2013,1359
805,Sedan,Petrol,TOYOTA,6560,2013,7213
806,Jeep,Petrol,NISSAN,113000,2019,6194
807,Jeep,Diesel,TOYOTA,21560,2013,4013
808,Hatchback,Diesel,HONDA,134000,2011,11192
809,Hatchback,Diesel,TOYOTA,14300,2009,5324
810,Sedan,Diesel,TOYOTA,62397,2013,1334
811,Sedan,LPG,HONDA,270000,2000,1244
812,Jeep,Diesel,CHEVROLET,135300,2013,1914
813,Jeep,Diesel,TOYOTA,33976,2013,7494
814,Jeep,Petrol,CHEVROLET,195947,2013,4774
815,Jeep,Diesel,SSANGYONG,75339,2019,1934
816,Jeep,Diesel,LEXUS,222731,2004,7194
817,Sedan,Petrol,TOYOTA,25244,2017,7494
818,Jeep,Diesel,FORD,111111,2004,7744
819,Hatchback,Petrol,TOYOTA,292000,2005,7734
820,Jeep,Petrol,SUZUKI,0,2012,4354
821,Jeep,Petrol,DODGE,11600,2011,9254
822,Sedan,Petrol,NISSAN,294235,2019,4054
823,Hatchback,Petrol,HONDA,12000,2019,4234
824,Jeep,Diesel,SSANGYONG,95000,2011,9294
825,Sedan,Diesel,TOYOTA,37515,2014,9534
826,Goods wagon,Diesel,OPEL,220000,2011,4229
827,Sedan,Diesel,HYUNDAI,19200,2019,9139
828,Jeep,Diesel,CHEVROLET,1243,2011,9949
829,Jeep,Petrol,MERCEDES-BENZ,92000,2014,11199
830,Minivan,LPG,OPEL,220000,2005,11529
831,Sedan,LPG,MERCEDES-BENZ,11111,1991,17119
832,Sedan,Petrol,KIA,5325,2011,4924
833,Jeep,Petrol,MITSUBISHI,2212,2014,6194
834,Jeep,Diesel,BMW,19113,2015,9944
835,Sedan,Diesel,MERCEDES-BENZ,77205,2011,6494
836,Jeep,Petrol,LEXUS,150909,2019,1324
837,Hatchback,Petrol,HONDA,0,2003,11554
838,Sedan,Petrol,HYUNDAI,47221,2016,15994
839,Minivan,Diesel,HYUNDAI,1332,2013,15190
840,Jeep,Petrol,NISSAN,142000,2011,15750
841,Sedan,Petrol,KIA,22623,2016,7775
842,Jeep,Diesel,MERCEDES-BENZ,0,2011,7975
843,Sedan,Diesel,HONDA,32000,2019,7995
844,Jeep,Petrol,NISSAN,202400,2011,4195
845,Goods wagon,Diesel,OPEL,0,1994,4295
846,Jeep,Petrol,MERCEDES-BENZ,22277,2017,9295
847,Universal,Diesel,TOYOTA,43000,2019,9995
848,Universal,Diesel,AUDI,225000,2007,11595
849,Sedan,Petrol,FORD,115000,2013,9940
850,Hatchback,Plug-in Diesel,TOYOTA,43000,2015,13295
851,Jeep,Diesel,SSANGYONG,132257,2019,13425
852,Jeep,Diesel,HYUNDAI,3200,2020,3290
853,Hatchback,Petrol,HONDA,13000,2011,3920
854,Sedan,Petrol,FORD,600,1992,13215
855,Sedan,Petrol,KIA,3490,2012,15945
856,Sedan,Petrol,TOYOTA,23000,2015,11515
857,Jeep,Diesel,CHEVROLET,117502,2013,14220
858,Sedan,Diesel,TOYOTA,190529,2013,14950
859,Jeep,Petrol,ACURA,35121,2013,11425
860,Jeep,Diesel,HYUNDAI,112000,2016,19025
861,Sedan,Diesel,TOYOTA,69794,2013,2345
862,Sedan,Diesel,MERCEDES-BENZ,145000,2019,22270
863,Hatchback,Diesel,LEXUS,222217,2011,22125
864,Jeep,Diesel,HYUNDAI,130224,2011,13295
865,Sedan,Petrol,VOLKSWAGEN,19360,2019,11500
866,Pickup,Diesel,DODGE,317053,2013,11500
867,Jeep,Petrol,HYUNDAI,200000,2019,13950
868,Sedan,Petrol,TATA,95000,2016,17250
869,Jeep,Diesel,HYUNDAI,70302,2019,15250
870,Sedan,Petrol,MAZDA,240134,2019,1776
871,Hatchback,Diesel,TOYOTA,373132,2019,14920
872,Sedan,Diesel,MERCEDES-BENZ,36000,2003,23475
873,Sedan,Petrol,MERCEDES-BENZ,35472,2017,17459
874,Sedan,Diesel,MERCEDES-BENZ,220947,2019,11230
875,Jeep,Diesel,LEXUS,222129,2004,11925
876,Sedan,Diesel,TOYOTA,33000,2013,20970
877,Hatchback,Diesel,TOYOTA,21600,2019,2165
878,Jeep,Diesel,BMW,250000,2019,22515
879,Sedan,CNG,HYUNDAI,520433,2015,3076
880,Sedan,Petrol,HYUNDAI,16000,2016,21315
881,Jeep,Petrol,MAZDA,3600,2011,31440
882,Sedan,Petrol,CHEVROLET,0,2011,5151
883,Jeep,Petrol,SUBARU,13000,2015,1295
884,Sedan,Diesel,MERCEDES-BENZ,32017,2011,1575
885,Sedan,Diesel,HYUNDAI,93411,2019,5572
886,Jeep,Petrol,TOYOTA,252405,2011,1377
887,Hatchback,Petrol,FORD,154000,2019,7957
888,Hatchback,Petrol,MINI,224000,2011,1229
889,Sedan,Petrol,MERCEDES-BENZ,3325,2011,1192
890,Sedan,Petrol,HYUNDAI,27222,2011,769
891,Hatchback,Diesel,CHEVROLET,134291,2013,4554
892,Jeep,Diesel,LAND ROVER,37000,2019,4921
893,Minivan,Diesel,HYUNDAI,25233,2013,3912
894,Jeep,Diesel,JEEP,115304,2013,1279
895,Jeep,Diesel,FORD,329244,2004,1455
896,Sedan,Petrol,KIA,24323,2011,5399
897,Sedan,Diesel,MERCEDES-BENZ,32472,2004,1529
898,Hatchback,Petrol,TOYOTA,112400,2009,739
899,Sedan,Petrol,TOYOTA,220162,2019,7295
900,Sedan,Diesel,TOYOTA,22692,2004,7295
901,Sedan,Petrol,BMW,154792,2013,7495
902,Jeep,Petrol,MERCEDES-BENZ,1160,2017,9095
903,Sedan,Petrol,MERCEDES-BENZ,229000,1999,4425
904,Jeep,LPG,MERCEDES-BENZ,322400,2003,6295
905,Sedan,Diesel,CHEVROLET,6936,2013,3925
906,Sedan,Petrol,TOYOTA,24343,2011,6325
907,Sedan,Petrol,MERCEDES-BENZ,6322,2013,1745
908,Microbus,Diesel,FORD,33000,1991,4911
909,Sedan,Petrol,FORD,54034,2013,4911
910,Hatchback,Petrol,NISSAN,111111,2005,1624
911,Hatchback,Petrol,TOYOTA,243152,2001,32250
912,Universal,Petrol,SUBARU,99000,2016,35550
913,Hatchback,Petrol,NISSAN,3600,2005,3600
914,Hatchback,Petrol,MINI,62500,2003,5195
915,Sedan,Diesel,HYUNDAI,135730,2015,695
916,Hatchback,Petrol,OPEL,0,1991,1795
917,Jeep,Petrol,MAZDA,9600,2013,1195
918,Sedan,Petrol,MERCEDES-BENZ,9273,2013,7395
919,Jeep,Diesel,HYUNDAI,154000,2016,6925
920,Minivan,Diesel,HYUNDAI,22942,2011,11425
921,Jeep,Diesel,HYUNDAI,20117,2011,13125
922,Hatchback,Diesel,TOYOTA,67000,2013,15125
923,Hatchback,Petrol,HONDA,13000,2014,4425
924,Hatchback,Diesel,TOYOTA,17000,2004,4295
925,Jeep,Petrol,TOYOTA,215554,2013,6595
926,Coupe,Petrol,MERCEDES-BENZ,13600,2011,6225
927,Jeep,Diesel,SSANGYONG,47131,2011,6795
928,Hatchback,Petrol,AUDI,191373,2013,1325
929,Jeep,Diesel,KIA,20025,2011,14240
930,Sedan,Diesel,MERCEDES-BENZ,273141,2011,14322
931,Jeep,Petrol,BMW,132574,2013,25552
932,Sedan,Diesel,HYUNDAI,0,2019,24224
933,Hatchback,Petrol,TOYOTA,44714,2013,24171
934,Sedan,Petrol,NISSAN,72170,2015,3160
935,Jeep,Petrol,SUBARU,13672,2013,32142
936,Jeep,Petrol,NISSAN,13013,2011,35051
937,Hatchback,Diesel,TOYOTA,92020,2015,2096
938,Jeep,Petrol,BMW,60000,2004,25200
939,Jeep,Diesel,BMW,220792,2019,11503
940,Microbus,Diesel,FORD,1600,2007,5349
941,Jeep,Diesel,LAND ROVER,67000,2013,1149
942,Hatchback,Petrol,TOYOTA,150000,2001,1119
943,Hatchback,Diesel,HONDA,6000,2011,7149
944,Hatchback,Diesel,TOYOTA,30000,2013,9959
945,Jeep,Petrol,TOYOTA,43001,2013,4299
946,Sedan,Petrol,MERCEDES-BENZ,25500,2013,3129
947,Hatchback,Diesel,TOYOTA,275200,2004,3419
948,Goods wagon,Diesel,OPEL,230732,2007,3249
949,Coupe,Petrol,FIAT,70000,2013,1949
950,Jeep,Petrol,AUDI,212013,2015,4149
951,Sedan,Petrol,MITSUBISHI,170074,2011,9279
952,Sedan,Diesel,INFINITI,52379,2015,9279
953,Sedan,Diesel,HYUNDAI,32012,2019,5299
954,Minivan,Petrol,TOYOTA,600,2003,7099
955,Hatchback,Petrol,HONDA,153341,2013,1129
956,Sedan,Petrol,TOYOTA,94441,2013,1429
957,Sedan,Diesel,FORD,60727,2015,7329
958,Sedan,Petrol,HYUNDAI,93123,2011,7299
959,Jeep,Petrol,MERCEDES-BENZ,29299,2011,7799
960,Sedan,Diesel,MERCEDES-BENZ,17321,2019,7299
961,Jeep,Diesel,HYUNDAI,3756,2011,7999
962,Hatchback,Petrol,HYUNDAI,63000,2016,4229
963,Sedan,Petrol,FORD,79000,2011,4929
964,Sedan,Petrol,HYUNDAI,77024,2011,9529
965,Sedan,Petrol,HYUNDAI,192229,2011,13299
966,Sedan,Diesel,BMW,332223,2011,3399
967,Jeep,Diesel,CHEVROLET,135000,2011,13299
968,Sedan,Petrol,HYUNDAI,191400,2019,17199
969,Sedan,Diesel,TOYOTA,69794,2013,19199
970,Sedan,Diesel,TOYOTA,11600,2013,14399
971,Sedan,Petrol,CHRYSLER,13314,2013,11900
972,Jeep,Petrol,LEXUS,0,2004,13200
973,Jeep,Diesel,MERCEDES-BENZ,240000,2003,3220
974,Jeep,Diesel,HYUNDAI,33551,2001,1346
975,Jeep,Diesel,BMW,272094,2019,15540
976,Sedan,Diesel,MERCEDES-BENZ,69139,2009,11900
977,Sedan,Petrol,NISSAN,6432,2017,11195
978,Jeep,Petrol,KIA,152211,2019,17075
979,Minivan,Diesel,MERCEDES-BENZ,200000,2005,11130
980,Sedan,Petrol,CHRYSLER,64400,2015,17950
981,Jeep,Diesel,MERCEDES-BENZ,11960,2009,14150
982,Sedan,Diesel,TOYOTA,179341,2013,5572
983,Sedan,Petrol,CHEVROLET,73000,2015,7957
984,Sedan,Petrol,NISSAN,112952,2007,1229
985,Sedan,Petrol,MERCEDES-BENZ,16000,2003,1192
986,Jeep,Petrol,SSANGYONG,51400,2017,769
